retailer,retailer_id,invoice_date,region,state,city,product,price_per_unit,units_sold,total_sales,operating_profit,sales_method
Sports Direct,1197831,2021-05-12,South,Tennessee,Knoxville,Women's Athletic Footwear,55,475,261250,143687.5,Outlet
West Gear,1185732,2021-05-12,West,Utah,Salt Lake City,Women's Athletic Footwear,19,94,1786,767.98,Outlet
Sports Direct,1197831,2021-05-12,South,Tennessee,Knoxville,Women's Athletic Footwear,38,157,5966,3698.92,Outlet
West Gear,1185732,2021-05-12,West,Utah,Salt Lake City,Women's Athletic Footwear,23,72,1656,910.8,Online
Kohl's,1197831,2021-05-12,Midwest,Kansas,Wichita,Women's Athletic Footwear,32,58,1856,928.0,Online
Sports Direct,1197831,2021-05-12,South,Tennessee,Knoxville,Women's Athletic Footwear,52,133,6916,4772.04,Online
West Gear,1185732,2021-05-12,West,Utah,Salt Lake City,Women's Athletic Footwear,25,275,68750,27500.0,In-store
Kohl's,1197831,2021-05-12,Midwest,Kansas,Wichita,Women's Athletic Footwear,35,200,70000,24500.0,Online
Foot Locker,1185732,2021-05-13,Northeast,Delaware,Wilmington,Women's Athletic Footwear,45,250,112500,45000.0,In-store
Foot Locker,1185732,2021-05-13,Northeast,Delaware,Wilmington,Women's Athletic Footwear,41,65,2665,1385.8,Online
Sports Direct,1185732,2021-05-13,Northeast,Massachusetts,Boston,Women's Athletic Footwear,45,175,78750,19687.5,In-store
Foot Locker,1185732,2021-05-13,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,45,100,45000,13500.0,Online
Sports Direct,1185732,2021-05-13,Northeast,Massachusetts,Boston,Women's Athletic Footwear,32,54,1728,518.4,Outlet
Sports Direct,1185732,2021-05-13,Northeast,Massachusetts,Boston,Women's Athletic Footwear,44,47,2068,806.52,Online
Foot Locker,1185732,2021-05-13,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,43,26,1118,503.1,Online
Sports Direct,1128299,2021-05-14,Southeast,Georgia,Atlanta,Women's Athletic Footwear,34,114,3876,1666.68,Outlet
Sports Direct,1128299,2021-05-14,Southeast,Georgia,Atlanta,Women's Athletic Footwear,50,325,162500,65000.0,Online
Sports Direct,1128299,2021-05-14,Southeast,Georgia,Atlanta,Women's Athletic Footwear,47,91,4277,2309.58,Online
Sports Direct,1185732,2021-05-15,Midwest,Michigan,Detroit,Women's Athletic Footwear,45,450,202500,70875.0,In-store
Sports Direct,1185732,2021-05-15,Midwest,Michigan,Detroit,Women's Athletic Footwear,42,126,5292,2646.0,Online
Kohl's,1189833,2021-05-16,West,California,Los Angeles,Women's Athletic Footwear,33,213,7029,2952.18,Outlet
Kohl's,1189833,2021-05-16,West,California,Los Angeles,Women's Athletic Footwear,50,625,312500,109375.0,Outlet
Kohl's,1189833,2021-05-16,West,California,Los Angeles,Women's Athletic Footwear,48,175,8400,3780.0,Online
Foot Locker,1185732,2021-05-16,South,Mississippi,Jackson,Women's Athletic Footwear,35,375,131250,52500.0,Online
Foot Locker,1185732,2021-05-16,South,Mississippi,Jackson,Women's Athletic Footwear,33,101,3333,1699.83,Online
Foot Locker,1185732,2021-05-16,South,Mississippi,Jackson,Women's Athletic Footwear,24,116,2784,1280.64,Outlet
Amazon,1185732,2021-05-17,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,41,91,3731,1268.54,Outlet
Amazon,1185732,2021-05-17,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,55,275,151250,45375.0,In-store
Amazon,1185732,2021-05-17,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,52,80,4160,1664.0,Online
West Gear,1128299,2021-05-18,South,Louisiana,New Orleans,Women's Athletic Footwear,33,101,3333,1433.19,Outlet
Walmart,1128299,2021-05-18,Southeast,Florida,Orlando,Women's Athletic Footwear,39,107,4173,1418.82,Outlet
West Gear,1185732,2021-05-18,Northeast,West Virginia,Charleston,Women's Athletic Footwear,33,50,1650,907.5,Online
West Gear,1185732,2021-05-18,Northeast,West Virginia,Charleston,Women's Athletic Footwear,35,200,70000,28000.0,In-store
Sports Direct,1197831,2021-05-18,South,Tennessee,Knoxville,Women's Athletic Footwear,44,176,7744,4646.4,Outlet
Sports Direct,1197831,2021-05-18,South,Tennessee,Knoxville,Women's Athletic Footwear,54,149,8046,5551.74,Online
Walmart,1128299,2021-05-18,Southeast,Florida,Orlando,Women's Athletic Footwear,60,325,195000,58500.0,Outlet
West Gear,1128299,2021-05-18,South,Louisiana,New Orleans,Women's Athletic Footwear,45,325,146250,58500.0,In-store
Walmart,1128299,2021-05-18,Southeast,Florida,Orlando,Women's Athletic Footwear,59,88,5192,2232.56,Online
Sports Direct,1197831,2021-05-18,South,Tennessee,Knoxville,Women's Athletic Footwear,60,550,330000,181500.0,Outlet
West Gear,1128299,2021-05-18,South,Louisiana,New Orleans,Women's Athletic Footwear,44,85,3740,1907.4,Online
West Gear,1197831,2021-05-19,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,26,74,1924,808.08,Outlet
Walmart,1197831,2021-05-19,South,Arkansas,Little Rock,Women's Athletic Footwear,24,90,2160,1015.2,Outlet
Walmart,1197831,2021-05-19,South,Arkansas,Little Rock,Women's Athletic Footwear,35,300,105000,42000.0,Online
Foot Locker,1185732,2021-05-19,Midwest,Missouri,St. Louis,Women's Athletic Footwear,29,65,1885,1036.75,Online
Foot Locker,1185732,2021-05-19,Midwest,Missouri,St. Louis,Women's Athletic Footwear,30,225,67500,27000.0,In-store
West Gear,1197831,2021-05-19,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,35,225,78750,31500.0,Online
Walmart,1197831,2021-05-19,South,Arkansas,Little Rock,Women's Athletic Footwear,34,78,2652,1405.56,Online
West Gear,1197831,2021-05-19,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,34,59,2006,1103.3,Online
Amazon,1185732,2021-05-20,West,Alaska,Anchorage,Women's Athletic Footwear,55,250,137500,34375.0,Outlet
West Gear,1185732,2021-05-20,Northeast,Maryland,Baltimore,Women's Athletic Footwear,37,30,1110,532.8,Online
Amazon,1185732,2021-05-20,West,Alaska,Anchorage,Women's Athletic Footwear,51,63,3213,1220.94,Online
West Gear,1185732,2021-05-20,Northeast,Maryland,Baltimore,Women's Athletic Footwear,40,100,40000,14000.0,In-store
Kohl's,1189833,2021-05-22,West,California,Los Angeles,Women's Athletic Footwear,50,650,325000,113750.0,Outlet
Kohl's,1189833,2021-05-22,West,California,Los Angeles,Women's Athletic Footwear,33,221,7293,3063.06,Outlet
Kohl's,1189833,2021-05-22,West,California,Los Angeles,Women's Athletic Footwear,47,176,8272,3722.4,Online
Amazon,1185732,2021-05-23,Southeast,Kentucky,Louisville,Women's Athletic Footwear,40,125,50000,20000.0,Online
Amazon,1185732,2021-05-23,Southeast,Kentucky,Louisville,Women's Athletic Footwear,38,38,1444,779.76,Online
Foot Locker,1128299,2021-05-24,West,Arizona,Phoenix,Women's Athletic Footwear,39,93,3627,1341.99,Outlet
Foot Locker,1185732,2021-05-24,South,Tennessee,Knoxville,Women's Athletic Footwear,30,75,22500,9000.0,Outlet
Foot Locker,1128299,2021-05-24,West,Arizona,Phoenix,Women's Athletic Footwear,50,300,150000,52500.0,Online
Foot Locker,1128299,2021-05-24,West,Arizona,Phoenix,Women's Athletic Footwear,49,90,4410,2205.0,Online
Foot Locker,1185732,2021-05-24,South,Tennessee,Knoxville,Women's Athletic Footwear,27,19,513,271.89,Online
Foot Locker,1185732,2021-05-24,South,Tennessee,Knoxville,Women's Athletic Footwear,22,23,506,217.58,Outlet
Foot Locker,1128299,2021-05-25,Southeast,Virginia,Richmond,Women's Athletic Footwear,50,275,137500,48125.0,In-store
Foot Locker,1128299,2021-05-25,Southeast,Virginia,Richmond,Women's Athletic Footwear,47,69,3243,1621.5,Online
West Gear,1128299,2021-05-25,West,Oregon,Portland,Women's Athletic Footwear,33,94,3102,1209.78,Outlet
West Gear,1128299,2021-05-25,West,Oregon,Portland,Women's Athletic Footwear,50,275,137500,48125.0,In-store
Foot Locker,1128299,2021-05-25,Southeast,Virginia,Richmond,Women's Athletic Footwear,33,85,2805,1065.9,Outlet
West Gear,1128299,2021-05-25,West,Oregon,Portland,Women's Athletic Footwear,49,83,4067,1952.16,Online
Kohl's,1128299,2021-05-27,West,New Mexico,Albuquerque,Women's Athletic Footwear,55,350,192500,67375.0,Online
Kohl's,1128299,2021-05-27,West,New Mexico,Albuquerque,Women's Athletic Footwear,51,91,4641,2134.86,Online
Kohl's,1128299,2021-05-27,West,New Mexico,Albuquerque,Women's Athletic Footwear,43,109,4687,1921.67,Outlet
Kohl's,1189833,2021-05-28,West,California,Los Angeles,Women's Athletic Footwear,35,224,7840,3136.0,Outlet
Kohl's,1189833,2021-05-28,West,California,Los Angeles,Women's Athletic Footwear,50,700,350000,122500.0,Outlet
Kohl's,1189833,2021-05-28,West,California,Los Angeles,Women's Athletic Footwear,49,210,10290,5145.0,Online
Foot Locker,1185732,2021-05-30,Midwest,Nebraska,Omaha,Women's Athletic Footwear,29,14,406,203.0,Online
Foot Locker,1185732,2021-05-30,Midwest,Nebraska,Omaha,Women's Athletic Footwear,30,50,15000,6000.0,Outlet
West Gear,1185732,2021-06-03,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,24,47,1128,462.48,Online
Foot Locker,1185732,2021-06-03,West,California,Los Angeles,Women's Athletic Footwear,27,41,1107,509.22,Outlet
Foot Locker,1185732,2021-06-03,West,California,Los Angeles,Women's Athletic Footwear,40,125,50000,20000.0,Outlet
Foot Locker,1185732,2021-06-03,West,California,Los Angeles,Women's Athletic Footwear,37,34,1258,654.16,Online
West Gear,1185732,2021-06-03,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,25,175,43750,13125.0,In-store
West Gear,1197831,2021-06-04,West,Idaho,Boise,Women's Athletic Footwear,33,187,6171,3023.79,Outlet
West Gear,1197831,2021-06-04,West,Idaho,Boise,Women's Athletic Footwear,50,550,275000,123750.0,Online
Sports Direct,1185732,2021-06-04,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,49,169,8281,4223.31,Online
West Gear,1197831,2021-06-04,West,Idaho,Boise,Women's Athletic Footwear,48,143,6864,4049.76,Online
Sports Direct,1185732,2021-06-04,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,50,650,325000,130000.0,Online
Sports Direct,1185732,2021-06-05,Northeast,Connecticut,Hartford,Women's Athletic Footwear,35,85,2975,1041.25,Outlet
Foot Locker,1185732,2021-06-05,Midwest,Nebraska,Omaha,Women's Athletic Footwear,35,0,0,0.0,Outlet
Sports Direct,1185732,2021-06-05,Northeast,Connecticut,Hartford,Women's Athletic Footwear,42,80,3360,1411.2,Online
Sports Direct,1185732,2021-06-05,Northeast,Connecticut,Hartford,Women's Athletic Footwear,45,275,123750,37125.0,In-store
Foot Locker,1185732,2021-06-05,Midwest,Nebraska,Omaha,Women's Athletic Footwear,33,0,0,0.0,Online
Foot Locker,1185732,2021-06-06,Midwest,Iowa,Des Moines,Women's Athletic Footwear,25,175,43750,13125.0,In-store
Foot Locker,1185732,2021-06-06,Midwest,Iowa,Des Moines,Women's Athletic Footwear,24,44,1056,464.64,Online
Foot Locker,1185732,2021-06-07,Southeast,South Carolina,Charleston,Women's Athletic Footwear,47,218,10246,4610.7,Online
Foot Locker,1185732,2021-06-07,Southeast,South Carolina,Charleston,Women's Athletic Footwear,50,750,375000,112500.0,Online
Kohl's,1185732,2021-06-08,Northeast,New Jersey,Newark,Women's Athletic Footwear,39,65,2535,1368.9,Online
Foot Locker,1185732,2021-06-08,Northeast,Rhode Island,Providence,Women's Athletic Footwear,39,60,2340,1263.6,Online
Foot Locker,1185732,2021-06-08,Northeast,Rhode Island,Providence,Women's Athletic Footwear,26,70,1820,837.2,Outlet
Kohl's,1185732,2021-06-08,Northeast,New Jersey,Newark,Women's Athletic Footwear,40,250,100000,40000.0,In-store
Foot Locker,1185732,2021-06-08,Northeast,Rhode Island,Providence,Women's Athletic Footwear,40,200,80000,32000.0,In-store
Foot Locker,1185732,2021-06-09,Midwest,Illinois,Chicago,Women's Athletic Footwear,40,100,40000,16000.0,Outlet
Sports Direct,1185732,2021-06-09,Midwest,North Dakota,Fargo,Women's Athletic Footwear,29,51,1479,621.18,Online
Foot Locker,1185732,2021-06-09,Midwest,Illinois,Chicago,Women's Athletic Footwear,39,28,1092,578.76,Online
Sports Direct,1185732,2021-06-09,Midwest,North Dakota,Fargo,Women's Athletic Footwear,30,175,52500,15750.0,In-store
West Gear,1185732,2021-06-10,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,29,46,1334,626.98,Online
Foot Locker,1128299,2021-06-10,West,Hawaii,Honolulu,Women's Athletic Footwear,75,475,356250,89062.5,Outlet
Foot Locker,1128299,2021-06-10,West,Hawaii,Honolulu,Women's Athletic Footwear,74,133,9842,3739.96,Online
West Gear,1185732,2021-06-10,Northeast,New York,Albany,Women's Athletic Footwear,50,575,287500,86250.0,In-store
West Gear,1185732,2021-06-10,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,30,175,52500,18375.0,In-store
West Gear,1185732,2021-06-10,Northeast,New York,Albany,Women's Athletic Footwear,49,144,7056,2892.96,Online
West Gear,1185732,2021-06-11,West,Utah,Salt Lake City,Women's Athletic Footwear,13,132,1716,737.88,Outlet
West Gear,1185732,2021-06-11,West,Utah,Salt Lake City,Women's Athletic Footwear,19,108,2052,1046.52,Online
Foot Locker,1185732,2021-06-11,Midwest,Nebraska,Omaha,Women's Athletic Footwear,30,0,0,0.0,Outlet
West Gear,1185732,2021-06-11,West,Utah,Salt Lake City,Women's Athletic Footwear,20,400,80000,32000.0,In-store
Amazon,1185732,2021-06-11,Midwest,Ohio,Columbus,Women's Athletic Footwear,49,140,6860,3498.6,Online
Amazon,1185732,2021-06-11,Midwest,Ohio,Columbus,Women's Athletic Footwear,50,500,250000,100000.0,Online
Foot Locker,1185732,2021-06-11,Midwest,Nebraska,Omaha,Women's Athletic Footwear,27,0,0,0.0,Online
Amazon,1185732,2021-06-12,Northeast,Vermont,Burlington,Women's Athletic Footwear,50,300,150000,52500.0,In-store
Kohl's,1185732,2021-06-12,West,Wyoming,Cheyenne,Women's Athletic Footwear,40,500,200000,70000.0,In-store
Kohl's,1185732,2021-06-12,West,Wyoming,Cheyenne,Women's Athletic Footwear,38,140,5320,2500.4,Online
Foot Locker,1185732,2021-06-12,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,35,175,61250,18375.0,Online
Foot Locker,1185732,2021-06-12,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,32,49,1568,705.6,Online
Amazon,1185732,2021-06-12,Northeast,Vermont,Burlington,Women's Athletic Footwear,38,102,3876,1550.4,Outlet
Amazon,1185732,2021-06-12,Northeast,Vermont,Burlington,Women's Athletic Footwear,47,90,4230,1903.5,Online
Sports Direct,1128299,2021-06-13,Southeast,Georgia,Atlanta,Women's Athletic Footwear,50,400,200000,80000.0,Online
Sports Direct,1128299,2021-06-13,Southeast,Georgia,Atlanta,Women's Athletic Footwear,49,120,5880,2998.8,Online
Sports Direct,1128299,2021-06-13,Southeast,Georgia,Atlanta,Women's Athletic Footwear,33,132,4356,1873.08,Outlet
Kohl's,1197831,2021-06-14,Midwest,Kansas,Wichita,Women's Athletic Footwear,38,80,3040,1368.0,Online
Kohl's,1197831,2021-06-14,Midwest,Kansas,Wichita,Women's Athletic Footwear,40,275,110000,38500.0,Online
Foot Locker,1185732,2021-06-15,Northeast,Delaware,Wilmington,Women's Athletic Footwear,45,300,135000,54000.0,In-store
Foot Locker,1185732,2021-06-15,Midwest,Illinois,Chicago,Women's Athletic Footwear,45,75,33750,13500.0,Outlet
Foot Locker,1185732,2021-06-15,Midwest,Illinois,Chicago,Women's Athletic Footwear,41,19,779,412.87,Online
Sports Direct,1185732,2021-06-15,Northeast,Massachusetts,Boston,Women's Athletic Footwear,45,225,101250,25312.5,In-store
Sports Direct,1185732,2021-06-15,Northeast,Massachusetts,Boston,Women's Athletic Footwear,34,72,2448,685.44,Outlet
Sports Direct,1185732,2021-06-15,Northeast,Massachusetts,Boston,Women's Athletic Footwear,41,65,2665,932.75,Online
Foot Locker,1185732,2021-06-15,Northeast,Delaware,Wilmington,Women's Athletic Footwear,41,75,3075,1691.25,Online
Walmart,1128299,2021-06-17,Southeast,Florida,Orlando,Women's Athletic Footwear,77,155,11935,5012.7,Online
Sports Direct,1185732,2021-06-17,Midwest,Michigan,Detroit,Women's Athletic Footwear,45,525,236250,82687.5,In-store
West Gear,1128299,2021-06-17,South,Louisiana,New Orleans,Women's Athletic Footwear,85,575,488750,195500.0,Online
Foot Locker,1185732,2021-06-17,Midwest,Nebraska,Omaha,Women's Athletic Footwear,35,25,8750,3500.0,Outlet
West Gear,1185732,2021-06-17,Northeast,West Virginia,Charleston,Women's Athletic Footwear,33,69,2277,1184.04,Online
Walmart,1128299,2021-06-17,Southeast,Florida,Orlando,Women's Athletic Footwear,66,196,12936,4786.32,Outlet
West Gear,1185732,2021-06-17,Northeast,West Virginia,Charleston,Women's Athletic Footwear,35,275,96250,38500.0,In-store
West Gear,1128299,2021-06-17,South,Louisiana,New Orleans,Women's Athletic Footwear,59,184,10856,5102.32,Outlet
Sports Direct,1185732,2021-06-17,Midwest,Michigan,Detroit,Women's Athletic Footwear,43,158,6794,3261.12,Online
West Gear,1128299,2021-06-17,South,Louisiana,New Orleans,Women's Athletic Footwear,82,161,13202,7261.1,Online
Walmart,1128299,2021-06-17,Southeast,Florida,Orlando,Women's Athletic Footwear,85,575,488750,146625.0,In-store
Foot Locker,1185732,2021-06-17,Midwest,Nebraska,Omaha,Women's Athletic Footwear,34,7,238,126.14,Online
Foot Locker,1185732,2021-06-18,South,Mississippi,Jackson,Women's Athletic Footwear,34,149,5066,2178.38,Outlet
Foot Locker,1185732,2021-06-18,South,Mississippi,Jackson,Women's Athletic Footwear,45,450,202500,81000.0,Online
Foot Locker,1185732,2021-06-18,South,Mississippi,Jackson,Women's Athletic Footwear,43,117,5031,2515.5,Online
Foot Locker,1185732,2021-06-18,Midwest,Missouri,St. Louis,Women's Athletic Footwear,23,91,2093,1046.5,Online
Foot Locker,1185732,2021-06-18,Midwest,Missouri,St. Louis,Women's Athletic Footwear,25,350,87500,35000.0,In-store
Amazon,1185732,2021-06-19,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,52,91,4732,1987.44,Online
Amazon,1185732,2021-06-19,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,55,325,178750,53625.0,In-store
Amazon,1185732,2021-06-19,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,37,104,3848,1308.32,Outlet
Foot Locker,1185732,2021-06-21,Midwest,Illinois,Chicago,Women's Athletic Footwear,45,75,33750,13500.0,Outlet
Walmart,1197831,2021-06-21,South,Arkansas,Little Rock,Women's Athletic Footwear,40,375,150000,60000.0,Online
West Gear,1197831,2021-06-21,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,29,102,2958,1331.1,Outlet
Foot Locker,1185732,2021-06-21,Midwest,Illinois,Chicago,Women's Athletic Footwear,44,20,880,440.0,Online
West Gear,1197831,2021-06-21,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,38,87,3306,1653.0,Online
Walmart,1197831,2021-06-21,South,Arkansas,Little Rock,Women's Athletic Footwear,29,124,3596,1582.24,Outlet
West Gear,1197831,2021-06-21,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,40,300,120000,48000.0,Online
Walmart,1197831,2021-06-21,South,Arkansas,Little Rock,Women's Athletic Footwear,37,98,3626,1885.52,Online
Amazon,1185732,2021-06-22,Southeast,Kentucky,Louisville,Women's Athletic Footwear,30,200,60000,24000.0,Online
Amazon,1185732,2021-06-22,West,Alaska,Anchorage,Women's Athletic Footwear,55,300,165000,41250.0,Outlet
Amazon,1185732,2021-06-22,West,Alaska,Anchorage,Women's Athletic Footwear,53,90,4770,1717.2,Online
Amazon,1185732,2021-06-22,Southeast,Kentucky,Louisville,Women's Athletic Footwear,29,52,1508,829.4,Online
Foot Locker,1185732,2021-06-22,Northeast,Maryland,Baltimore,Women's Athletic Footwear,40,150,60000,21000.0,In-store
Foot Locker,1185732,2021-06-22,Northeast,Maryland,Baltimore,Women's Athletic Footwear,37,44,1628,814.0,Online
Foot Locker,1128299,2021-06-23,West,Arizona,Phoenix,Women's Athletic Footwear,38,105,3990,1596.0,Outlet
Foot Locker,1185732,2021-06-23,Midwest,Nebraska,Omaha,Women's Athletic Footwear,27,39,1053,568.62,Online
Foot Locker,1185732,2021-06-23,Midwest,Nebraska,Omaha,Women's Athletic Footwear,30,150,45000,18000.0,Outlet
Foot Locker,1128299,2021-06-23,West,Arizona,Phoenix,Women's Athletic Footwear,50,350,175000,61250.0,Online
Foot Locker,1128299,2021-06-23,West,Arizona,Phoenix,Women's Athletic Footwear,46,95,4370,2185.0,Online
Foot Locker,1128299,2021-06-24,Southeast,Virginia,Richmond,Women's Athletic Footwear,80,525,420000,147000.0,In-store
West Gear,1128299,2021-06-24,West,Oregon,Portland,Women's Athletic Footwear,74,158,11692,5846.0,Online
Foot Locker,1128299,2021-06-24,Southeast,Virginia,Richmond,Women's Athletic Footwear,61,184,11224,4601.84,Outlet
Foot Locker,1128299,2021-06-24,Southeast,Virginia,Richmond,Women's Athletic Footwear,72,142,10224,5009.76,Online
West Gear,1128299,2021-06-24,West,Oregon,Portland,Women's Athletic Footwear,80,525,420000,147000.0,In-store
West Gear,1128299,2021-06-24,West,Oregon,Portland,Women's Athletic Footwear,62,179,11098,4550.18,Outlet
Kohl's,1128299,2021-06-26,West,New Mexico,Albuquerque,Women's Athletic Footwear,37,128,4736,1894.4,Outlet
Kohl's,1128299,2021-06-26,West,New Mexico,Albuquerque,Women's Athletic Footwear,55,425,233750,81812.5,Online
Kohl's,1128299,2021-06-26,West,New Mexico,Albuquerque,Women's Athletic Footwear,54,106,5724,2575.8,Online
Foot Locker,1185732,2021-06-27,Midwest,Illinois,Chicago,Women's Athletic Footwear,50,100,50000,20000.0,Outlet
Foot Locker,1185732,2021-06-27,Midwest,Illinois,Chicago,Women's Athletic Footwear,48,28,1344,712.32,Online
Foot Locker,1185732,2021-06-29,Midwest,Nebraska,Omaha,Women's Athletic Footwear,35,175,61250,24500.0,Outlet
Foot Locker,1185732,2021-06-29,Midwest,Nebraska,Omaha,Women's Athletic Footwear,33,46,1518,789.36,Online
Sports Direct,1185732,2021-07-02,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,55,675,371250,148500.0,Online
Sports Direct,1185732,2021-07-02,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,52,203,10556,5383.56,Online
West Gear,1185732,2021-07-02,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,38,51,1938,813.96,Online
West Gear,1185732,2021-07-02,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,40,175,70000,21000.0,In-store
Sports Direct,1185732,2021-07-03,Northeast,Connecticut,Hartford,Women's Athletic Footwear,34,94,3196,1150.56,Outlet
Foot Locker,1185732,2021-07-03,Midwest,Illinois,Chicago,Women's Athletic Footwear,38,47,1786,946.58,Online
Sports Direct,1185732,2021-07-03,Northeast,Connecticut,Hartford,Women's Athletic Footwear,42,80,3360,1478.4,Online
Foot Locker,1185732,2021-07-03,Midwest,Illinois,Chicago,Women's Athletic Footwear,40,175,70000,28000.0,Outlet
Sports Direct,1185732,2021-07-03,Northeast,Connecticut,Hartford,Women's Athletic Footwear,45,275,123750,37125.0,In-store
Foot Locker,1185732,2021-07-05,Southeast,South Carolina,Charleston,Women's Athletic Footwear,52,202,10504,4411.68,Online
Foot Locker,1185732,2021-07-05,Midwest,Iowa,Des Moines,Women's Athletic Footwear,37,47,1739,712.99,Online
Foot Locker,1185732,2021-07-05,Midwest,Nebraska,Omaha,Women's Athletic Footwear,30,125,37500,15000.0,Outlet
Foot Locker,1185732,2021-07-05,Southeast,South Carolina,Charleston,Women's Athletic Footwear,55,775,426250,127875.0,Online
Foot Locker,1185732,2021-07-05,Midwest,Nebraska,Omaha,Women's Athletic Footwear,29,38,1102,562.02,Online
Foot Locker,1185732,2021-07-05,Midwest,Iowa,Des Moines,Women's Athletic Footwear,40,175,70000,21000.0,In-store
West Gear,1197831,2021-07-06,West,Idaho,Boise,Women's Athletic Footwear,50,525,262500,131250.0,Online
Foot Locker,1185732,2021-07-06,Northeast,Rhode Island,Providence,Women's Athletic Footwear,37,58,2146,1115.92,Online
West Gear,1197831,2021-07-06,West,Idaho,Boise,Women's Athletic Footwear,47,137,6439,4120.96,Online
Foot Locker,1185732,2021-07-06,Northeast,Rhode Island,Providence,Women's Athletic Footwear,40,200,80000,32000.0,In-store
Kohl's,1185732,2021-07-06,Northeast,New Jersey,Newark,Women's Athletic Footwear,40,250,100000,40000.0,In-store
Foot Locker,1185732,2021-07-06,Northeast,Rhode Island,Providence,Women's Athletic Footwear,31,60,1860,855.6,Outlet
West Gear,1197831,2021-07-06,West,Idaho,Boise,Women's Athletic Footwear,38,158,6004,3182.12,Outlet
Kohl's,1185732,2021-07-06,Northeast,New Jersey,Newark,Women's Athletic Footwear,36,63,2268,1224.72,Online
West Gear,1185732,2021-07-08,Northeast,New York,Albany,Women's Athletic Footwear,53,150,7950,3418.5,Online
West Gear,1185732,2021-07-08,Northeast,New York,Albany,Women's Athletic Footwear,55,575,316250,94875.0,In-store
Sports Direct,1185732,2021-07-08,Midwest,North Dakota,Fargo,Women's Athletic Footwear,38,53,2014,866.02,Online
Sports Direct,1185732,2021-07-08,Midwest,North Dakota,Fargo,Women's Athletic Footwear,40,175,70000,21000.0,In-store
West Gear,1185732,2021-07-09,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,42,49,2058,967.26,Online
West Gear,1185732,2021-07-09,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,45,175,78750,27562.5,In-store
Foot Locker,1185732,2021-07-09,Midwest,Illinois,Chicago,Women's Athletic Footwear,40,200,80000,32000.0,Outlet
Foot Locker,1128299,2021-07-09,West,Hawaii,Honolulu,Women's Athletic Footwear,80,500,400000,100000.0,Outlet
Amazon,1185732,2021-07-09,Midwest,Ohio,Columbus,Women's Athletic Footwear,55,525,288750,115500.0,Online
Amazon,1185732,2021-07-09,Midwest,Ohio,Columbus,Women's Athletic Footwear,53,152,8056,4350.24,Online
Foot Locker,1185732,2021-07-09,Midwest,Illinois,Chicago,Women's Athletic Footwear,39,50,1950,1053.0,Online
Foot Locker,1128299,2021-07-09,West,Hawaii,Honolulu,Women's Athletic Footwear,73,130,9490,3796.0,Online
Amazon,1185732,2021-07-10,Northeast,Vermont,Burlington,Women's Athletic Footwear,36,96,3456,1451.52,Outlet
Amazon,1185732,2021-07-10,Northeast,Vermont,Burlington,Women's Athletic Footwear,46,90,4140,2028.6,Online
Amazon,1185732,2021-07-10,Northeast,Vermont,Burlington,Women's Athletic Footwear,50,300,150000,52500.0,In-store
West Gear,1185732,2021-07-10,West,Utah,Salt Lake City,Women's Athletic Footwear,23,115,2645,1322.5,Online
West Gear,1185732,2021-07-10,West,Utah,Salt Lake City,Women's Athletic Footwear,25,425,106250,42500.0,In-store
Kohl's,1185732,2021-07-10,West,Wyoming,Cheyenne,Women's Athletic Footwear,40,500,200000,70000.0,In-store
Kohl's,1185732,2021-07-10,West,Wyoming,Cheyenne,Women's Athletic Footwear,39,150,5850,2749.5,Online
West Gear,1185732,2021-07-10,West,Utah,Salt Lake City,Women's Athletic Footwear,16,128,2048,962.56,Outlet
Foot Locker,1185732,2021-07-11,Midwest,Nebraska,Omaha,Women's Athletic Footwear,19,23,437,227.24,Online
Foot Locker,1185732,2021-07-11,Midwest,Nebraska,Omaha,Women's Athletic Footwear,20,75,15000,6000.0,Outlet
