,retailer,retailer_id,invoice_date,region,state,city,product,price_per_unit,units_sold,total_sales,operating_profit,sales_method
9204,Amazon,1185732,2021-10-12,Northeast,Vermont,Burlington,Men's Street Footwear,70,600,420000,189000,In-store
9205,Amazon,1185732,2021-10-12,Northeast,Vermont,Burlington,Men's Athletic Footwear,60,400,240000,108000,In-store
9206,Amazon,1185732,2021-10-12,Northeast,Vermont,Burlington,Women's Street Footwear,60,375,225000,78750,In-store
9207,Amazon,1185732,2021-10-12,Northeast,Vermont,Burlington,Women's Athletic Footwear,60,325,195000,68250,In-store
9208,Amazon,1185732,2021-10-12,Northeast,Vermont,Burlington,Men's Apparel,70,325,227500,79625,In-store
9209,Amazon,1185732,2021-10-12,Northeast,Vermont,Burlington,Women's Apparel,75,425,318750,127500,In-store
9210,West Gear,1185732,2021-10-12,West,Utah,Salt Lake City,Women's Apparel,45,500,225000,112500,In-store
9211,West Gear,1185732,2021-10-12,West,Utah,Salt Lake City,Men's Apparel,40,400,160000,56000,In-store
9212,West Gear,1185732,2021-10-12,West,Utah,Salt Lake City,Women's Athletic Footwear,30,400,120000,48000,In-store
9213,West Gear,1185732,2021-10-12,West,Utah,Salt Lake City,Women's Street Footwear,30,450,135000,47250,In-store
9214,West Gear,1185732,2021-10-12,West,Utah,Salt Lake City,Men's Athletic Footwear,30,500,150000,52500,In-store
9215,West Gear,1185732,2021-10-12,West,Utah,Salt Lake City,Men's Street Footwear,40,700,280000,112000,In-store
9216,Amazon,1185732,2021-10-12,Northeast,Vermont,Burlington,Men's Street Footwear,48,186,8928,4285.44,Outlet
9217,Foot Locker,1185732,2021-10-12,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,40,91,3640,1237.6,Outlet
9218,Amazon,1185732,2021-10-12,Northeast,Vermont,Burlington,Women's Street Footwear,44,131,5764,2305.6,Outlet
9219,Amazon,1185732,2021-10-12,Northeast,Vermont,Burlington,Men's Apparel,67,81,5427,2604.96,Online
9220,Amazon,1185732,2021-10-12,Northeast,Vermont,Burlington,Women's Apparel,68,106,7208,3748.16,Online
9221,Foot Locker,1185732,2021-10-12,West,Wyoming,Cheyenne,Men's Apparel,54,145,7830,3523.5,Online
9222,Foot Locker,1185732,2021-10-12,West,Wyoming,Cheyenne,Women's Street Footwear,44,165,7260,3339.6,Online
9223,Foot Locker,1185732,2021-10-12,West,Wyoming,Cheyenne,Women's Athletic Footwear,44,135,5940,2910.6,Online
9224,Foot Locker,1185732,2021-10-12,West,Wyoming,Cheyenne,Women's Apparel,56,174,9744,3507.84,Online
9225,Amazon,1185732,2021-10-12,Northeast,Vermont,Burlington,Women's Street Footwear,55,113,6215,2921.05,Online
9226,Amazon,1185732,2021-10-12,Northeast,Vermont,Burlington,Women's Athletic Footwear,56,81,4536,2041.2,Online
9227,Kohl's,1185732,2021-10-12,West,Wyoming,Cheyenne,Men's Street Footwear,55,800,440000,220000,In-store
9228,Foot Locker,1185732,2021-11-12,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,41,50,2050,922.5,Online
9229,Sports Direct,1185732,2021-11-12,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,58,140,8120,3735.2,Online
9230,Sports Direct,1185732,2021-11-12,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,45,75,3375,1451.25,Online
9231,Sports Direct,1185732,2021-11-12,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,45,73,3285,1379.7,Online
9232,Sports Direct,1185732,2021-11-12,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,45,50,2250,1012.5,Online
9233,Sports Direct,1185732,2021-11-12,Midwest,South Dakota,Sioux Falls,Men's Apparel,56,50,2800,1260,Online
9234,Sports Direct,1185732,2021-11-12,Midwest,South Dakota,Sioux Falls,Women's Apparel,64,75,4800,2496,Online
9235,Foot Locker,1185732,2021-11-12,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,45,200,90000,31500,Outlet
9236,Sports Direct,1185732,2021-11-12,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,50,300,150000,45000,Online
9237,Sports Direct,1185732,2021-11-12,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,60,500,300000,105000,Online
9238,Sports Direct,1185732,2021-11-12,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,50,250,125000,37500,Online
9239,Foot Locker,1185732,2021-11-12,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,32,60,1920,768,Outlet
9240,Sports Direct,1185732,2021-11-12,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,50,200,100000,30000,Online
9241,Sports Direct,1185732,2021-11-12,Midwest,South Dakota,Sioux Falls,Men's Apparel,60,200,120000,42000,Online
9242,Sports Direct,1185732,2021-11-12,Midwest,South Dakota,Sioux Falls,Women's Apparel,65,300,195000,78000,Online
9243,Foot Locker,1197831,2021-12-12,Midwest,Kansas,Wichita,Men's Apparel,70,300,210000,73500,Online
9244,Sports Direct,1128299,2021-12-12,Southeast,Georgia,Atlanta,Men's Athletic Footwear,60,675,405000,162000,Online
9245,Foot Locker,1197831,2021-12-12,Midwest,Kansas,Wichita,Women's Athletic Footwear,60,300,180000,63000,Online
9246,Foot Locker,1197831,2021-12-12,Midwest,Kansas,Wichita,Women's Street Footwear,60,350,210000,73500,Online
9247,Foot Locker,1197831,2021-12-12,Midwest,Kansas,Wichita,Women's Apparel,68,112,7616,3503.36,Online
9248,Foot Locker,1197831,2021-12-12,Midwest,Kansas,Wichita,Men's Apparel,64,81,5184,2592,Online
9249,Foot Locker,1128299,2021-12-12,Southeast,Georgia,Atlanta,Women's Apparel,64,135,8640,3024,Online
9250,Foot Locker,1128299,2021-12-12,Southeast,Georgia,Atlanta,Women's Street Footwear,55,475,261250,91437.5,Online
9251,Foot Locker,1128299,2021-12-12,Southeast,Georgia,Atlanta,Women's Street Footwear,36,147,5292,2222.64,Outlet
9252,Foot Locker,1128299,2021-12-12,Southeast,Georgia,Atlanta,Women's Athletic Footwear,55,475,261250,104500,Online
9253,Foot Locker,1128299,2021-12-12,Southeast,Georgia,Atlanta,Women's Athletic Footwear,51,128,6528,3264,Online
9254,Foot Locker,1185732,2021-12-12,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,32,53,1696,695.36,Outlet
9255,Sports Direct,1128299,2021-12-12,Southeast,Georgia,Atlanta,Men's Athletic Footwear,39,223,8697,4087.59,Outlet
9256,Sports Direct,1128299,2021-12-12,Southeast,Georgia,Atlanta,Men's Street Footwear,42,209,8778,4125.66,Outlet
9257,Foot Locker,1128299,2021-12-12,Southeast,Georgia,Atlanta,Women's Street Footwear,53,138,7314,3657,Online
9258,Sports Direct,1128299,2021-12-12,Southeast,Georgia,Atlanta,Men's Athletic Footwear,58,189,10962,5809.86,Online
9259,Sports Direct,1128299,2021-12-12,Southeast,Georgia,Atlanta,Men's Street Footwear,55,675,371250,148500,Online
9260,Foot Locker,1128299,2021-12-12,Southeast,Georgia,Atlanta,Men's Apparel,64,116,7424,3712,Online
9261,Foot Locker,1185732,2021-12-12,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,45,175,78750,27562.5,Outlet
9262,Foot Locker,1185732,2021-12-12,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,41,53,2173,1021.31,Online
9263,Foot Locker,1197831,2021-12-12,Midwest,Kansas,Wichita,Women's Apparel,75,400,300000,105000,Online
9264,Foot Locker,1128299,2021-12-12,Southeast,Georgia,Atlanta,Men's Apparel,44,120,5280,2006.4,Outlet
9265,Foot Locker,1128299,2021-12-12,Southeast,Georgia,Atlanta,Women's Apparel,47,160,7520,2256,Outlet
9266,Foot Locker,1128299,2021-12-12,Southeast,Georgia,Atlanta,Women's Apparel,70,500,350000,87500,Online
9267,Foot Locker,1128299,2021-12-12,Southeast,Georgia,Atlanta,Men's Apparel,65,400,260000,91000,Online
9268,Foot Locker,1197831,2021-12-12,Midwest,Kansas,Wichita,Men's Street Footwear,66,150,9900,4950,Online
9269,Foot Locker,1197831,2021-12-12,Midwest,Kansas,Wichita,Men's Athletic Footwear,59,120,7080,3540,Online
9270,Foot Locker,1197831,2021-12-12,Midwest,Kansas,Wichita,Women's Street Footwear,58,95,5510,2534.6,Online
9271,Foot Locker,1197831,2021-12-12,Midwest,Kansas,Wichita,Women's Athletic Footwear,59,90,5310,2389.5,Online
9272,Foot Locker,1197831,2021-12-12,Midwest,Kansas,Wichita,Men's Athletic Footwear,60,400,240000,84000,Online
9273,Foot Locker,1128299,2021-12-12,Southeast,Georgia,Atlanta,Women's Athletic Footwear,40,143,5720,2459.6,Outlet
9274,Sports Direct,1128299,2021-12-12,Southeast,Georgia,Atlanta,Men's Street Footwear,50,203,10150,5582.5,Online
9275,Foot Locker,1197831,2021-12-12,Midwest,Kansas,Wichita,Men's Street Footwear,70,600,420000,147000,Online
9276,Foot Locker,1185732,2021-12-13,Northeast,Pennsylvania,Philadelphia,Men's Apparel,55,125,68750,20625,Outlet
9277,Foot Locker,1185732,2021-12-13,Northeast,Pennsylvania,Philadelphia,Men's Apparel,50,36,1800,810,Online
9278,Amazon,1185732,2021-12-13,Northeast,Massachusetts,Boston,Men's Athletic Footwear,37,113,4181,1337.92,Outlet
9279,Kohl's,1185732,2021-12-13,Northeast,Delaware,Wilmington,Men's Street Footwear,62,168,10416,4895.52,Online
9280,Amazon,1185732,2021-12-13,Northeast,Massachusetts,Boston,Women's Street Footwear,55,350,192500,48125,In-store
9281,Amazon,1185732,2021-12-13,Northeast,Massachusetts,Boston,Men's Athletic Footwear,55,375,206250,61875,In-store
9282,Amazon,1185732,2021-12-13,Northeast,Massachusetts,Boston,Men's Street Footwear,65,575,373750,112125,In-store
9283,Foot Locker,1185732,2021-12-13,Northeast,Pennsylvania,Philadelphia,Men's Apparel,36,41,1476,501.84,Outlet
9284,Amazon,1185732,2021-12-13,Northeast,Massachusetts,Boston,Women's Apparel,65,112,7280,3203.2,Online
9285,Amazon,1185732,2021-12-13,Northeast,Massachusetts,Boston,Men's Street Footwear,51,178,9078,3177.3,Outlet
9286,Amazon,1185732,2021-12-13,Northeast,Massachusetts,Boston,Women's Street Footwear,36,112,4032,1088.64,Outlet
9287,Amazon,1185732,2021-12-13,Northeast,Massachusetts,Boston,Women's Athletic Footwear,43,105,4515,1264.2,Outlet
9288,Amazon,1185732,2021-12-13,Northeast,Massachusetts,Boston,Men's Apparel,52,90,4680,1357.2,Outlet
9289,Amazon,1185732,2021-12-13,Northeast,Massachusetts,Boston,Women's Apparel,51,128,6528,2154.24,Outlet
9290,Amazon,1185732,2021-12-13,Northeast,Massachusetts,Boston,Men's Street Footwear,64,150,9600,3936,Online
9291,Kohl's,1185732,2021-12-13,Northeast,Delaware,Wilmington,Women's Apparel,70,425,297500,119000,In-store
9292,Kohl's,1185732,2021-12-13,Northeast,Delaware,Wilmington,Men's Apparel,65,325,211250,63375,In-store
9293,Kohl's,1185732,2021-12-13,Northeast,Delaware,Wilmington,Men's Street Footwear,65,600,390000,136500,In-store
9294,Kohl's,1185732,2021-12-13,Northeast,Delaware,Wilmington,Women's Athletic Footwear,55,325,178750,71500,In-store
9295,Kohl's,1185732,2021-12-13,Northeast,Delaware,Wilmington,Women's Street Footwear,55,375,206250,82500,In-store
9296,Amazon,1185732,2021-12-13,Northeast,Massachusetts,Boston,Women's Athletic Footwear,55,300,165000,41250,In-store
9297,Kohl's,1185732,2021-12-13,Northeast,Delaware,Wilmington,Men's Athletic Footwear,55,400,220000,77000,In-store
9298,Kohl's,1185732,2021-12-13,Northeast,Delaware,Wilmington,Women's Street Footwear,50,109,5450,2943,Online
9299,Amazon,1185732,2021-12-13,Northeast,Massachusetts,Boston,Men's Apparel,65,300,195000,48750,In-store
9300,Amazon,1185732,2021-12-13,Northeast,Massachusetts,Boston,Men's Athletic Footwear,53,105,5565,2226,Online
9301,Amazon,1185732,2021-12-13,Northeast,Massachusetts,Boston,Women's Apparel,70,400,280000,84000,In-store
9302,Kohl's,1185732,2021-12-13,Northeast,Delaware,Wilmington,Women's Athletic Footwear,53,98,5194,2804.76,Online
9303,Kohl's,1185732,2021-12-13,Northeast,Delaware,Wilmington,Men's Apparel,61,91,5551,2220.4,Online
9304,Kohl's,1185732,2021-12-13,Northeast,Delaware,Wilmington,Women's Apparel,65,123,7995,3997.5,Online
9305,Amazon,1185732,2021-12-13,Northeast,Massachusetts,Boston,Men's Apparel,62,84,5208,2031.12,Online
9306,Kohl's,1185732,2021-12-13,Northeast,Delaware,Wilmington,Men's Athletic Footwear,50,100,5000,2400,Online
9307,Amazon,1185732,2021-12-13,Northeast,Massachusetts,Boston,Women's Athletic Footwear,52,75,3900,1482,Online
9308,Amazon,1185732,2021-12-13,Northeast,Massachusetts,Boston,Women's Street Footwear,51,98,4998,1949.22,Online
9309,Foot Locker,1185732,2021-12-14,Northeast,Pennsylvania,Philadelphia,Women's Apparel,60,225,135000,33750,Outlet
9310,Foot Locker,1185732,2021-12-14,Northeast,Pennsylvania,Philadelphia,Women's Apparel,55,61,3355,1342,Online
9311,Foot Locker,1185732,2021-12-14,Northeast,Pennsylvania,Philadelphia,Women's Apparel,48,79,3792,1175.52,Outlet
9312,Sports Direct,1185732,2021-12-15,Midwest,Michigan,Detroit,Men's Athletic Footwear,50,650,325000,130000,In-store
9313,Foot Locker,1185732,2021-12-15,Midwest,Michigan,Detroit,Women's Street Footwear,50,600,300000,90000,In-store
9314,Foot Locker,1185732,2021-12-15,Midwest,Michigan,Detroit,Women's Athletic Footwear,50,550,275000,96250,In-store
9315,Foot Locker,1185732,2021-12-15,Midwest,Michigan,Detroit,Men's Apparel,60,550,330000,132000,In-store
9316,Sports Direct,1185732,2021-12-15,Midwest,Michigan,Detroit,Men's Street Footwear,60,850,510000,255000,In-store
9317,Sports Direct,1185732,2021-12-15,Midwest,Michigan,Detroit,Men's Athletic Footwear,46,176,8096,4290.88,Online
9318,Foot Locker,1185732,2021-12-15,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,47,124,5828,3088.84,Outlet
9319,Foot Locker,1185732,2021-12-15,Midwest,Michigan,Detroit,Women's Apparel,65,650,422500,232375,In-store
9320,Foot Locker,1185732,2021-12-15,Midwest,Michigan,Detroit,Women's Athletic Footwear,48,138,6624,3179.52,Online
9321,Foot Locker,1185732,2021-12-15,Midwest,Michigan,Detroit,Women's Street Footwear,48,168,8064,3628.8,Online
9322,Foot Locker,1185732,2021-12-15,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,60,400,240000,120000,Outlet
9323,Sports Direct,1185732,2021-12-15,Midwest,Michigan,Detroit,Men's Street Footwear,55,255,14025,8555.25,Online
9324,Foot Locker,1185732,2021-12-15,Midwest,Michigan,Detroit,Men's Apparel,55,143,7865,4089.8,Online
9325,Foot Locker,1185732,2021-12-15,Midwest,Michigan,Detroit,Women's Apparel,59,163,9617,6251.05,Online
9326,Foot Locker,1185732,2021-12-15,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,55,104,5720,3546.4,Online
9327,Walmart,1128299,2021-12-16,Southeast,Florida,Orlando,Men's Street Footwear,75,800,600000,180000,In-store
9328,West Gear,1128299,2021-12-16,Southeast,Florida,Orlando,Women's Athletic Footwear,78,180,14040,5756.4,Online
9329,Foot Locker,1185732,2021-12-16,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,47,63,2961,1243.62,Online
9330,Foot Locker,1185732,2021-12-16,Northeast,West Virginia,Charleston,Men's Street Footwear,60,176,10560,5491.2,Online
9331,West Gear,1128299,2021-12-16,Southeast,Florida,Orlando,Women's Street Footwear,75,174,13050,5220,Online
9332,West Gear,1185732,2021-12-16,Northeast,West Virginia,Charleston,Women's Street Footwear,50,112,5600,2968,Online
9333,Foot Locker,1185732,2021-12-16,Northeast,West Virginia,Charleston,Women's Athletic Footwear,53,102,5406,2757.06,Online
9334,Foot Locker,1185732,2021-12-16,Northeast,West Virginia,Charleston,Men's Apparel,61,95,5795,2897.5,Online
9335,Foot Locker,1185732,2021-12-16,Northeast,West Virginia,Charleston,Women's Apparel,68,122,8296,4562.8,Online
9336,West Gear,1128299,2021-12-16,Southeast,Florida,Orlando,Men's Apparel,86,147,12642,4424.7,Online
9337,West Gear,1128299,2021-12-16,Southeast,Florida,Orlando,Women's Street Footwear,80,600,480000,144000,In-store
9338,West Gear,1128299,2021-12-16,Southeast,Florida,Orlando,Women's Apparel,87,156,13572,7464.6,Online
9339,West Gear,1128299,2021-12-16,Southeast,Florida,Orlando,Women's Apparel,95,625,593750,267187.5,In-store
9340,Foot Locker,1185732,2021-12-16,Northeast,West Virginia,Charleston,Men's Athletic Footwear,52,135,7020,3650.4,Online
9341,Foot Locker,1185732,2021-12-16,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,35,68,2380,761.6,Outlet
9342,Foot Locker,1128299,2021-12-16,South,Louisiana,New Orleans,Women's Street Footwear,75,600,450000,180000,Online
9343,Sports Direct,1185732,2021-12-16,South,Mississippi,Jackson,Men's Street Footwear,68,194,13192,6991.76,Online
9344,Sports Direct,1185732,2021-12-16,South,Mississippi,Jackson,Men's Athletic Footwear,58,155,8990,4405.1,Online
9345,Walmart,1128299,2021-12-16,Southeast,Florida,Orlando,Men's Athletic Footwear,85,800,680000,170000,In-store
9346,Sports Direct,1185732,2021-12-16,South,Mississippi,Jackson,Women's Street Footwear,59,137,8083,4364.82,Online
9347,Sports Direct,1185732,2021-12-16,South,Mississippi,Jackson,Women's Athletic Footwear,56,133,7448,3872.96,Online
9348,Sports Direct,1185732,2021-12-16,South,Mississippi,Jackson,Men's Apparel,65,124,8060,4030,Online
9349,Sports Direct,1185732,2021-12-16,South,Mississippi,Jackson,Women's Apparel,71,144,10224,6236.64,Online
9350,West Gear,1128299,2021-12-16,South,Louisiana,New Orleans,Men's Athletic Footwear,80,800,640000,256000,Online
9351,Foot Locker,1128299,2021-12-16,South,Louisiana,New Orleans,Women's Apparel,59,194,11446,4578.4,Outlet
9352,Foot Locker,1128299,2021-12-16,South,Louisiana,New Orleans,Women's Athletic Footwear,53,192,10176,4782.72,Outlet
9353,Foot Locker,1128299,2021-12-16,South,Louisiana,New Orleans,Women's Street Footwear,53,192,10176,4375.68,Outlet
9354,West Gear,1128299,2021-12-16,South,Louisiana,New Orleans,Men's Athletic Footwear,52,248,12896,5674.24,Outlet
9355,West Gear,1128299,2021-12-16,South,Louisiana,New Orleans,Men's Street Footwear,46,272,12512,5755.52,Outlet
9356,Foot Locker,1128299,2021-12-16,South,Louisiana,New Orleans,Women's Apparel,90,625,562500,196875,Online
9357,Foot Locker,1128299,2021-12-16,South,Louisiana,New Orleans,Men's Apparel,85,525,446250,200812.5,Online
9358,Foot Locker,1128299,2021-12-16,South,Louisiana,New Orleans,Women's Athletic Footwear,75,600,450000,180000,Online
9359,Foot Locker,1128299,2021-12-16,South,Louisiana,New Orleans,Men's Apparel,55,168,9240,4435.2,Outlet
9360,West Gear,1128299,2021-12-16,South,Louisiana,New Orleans,Men's Street Footwear,70,800,560000,224000,Online
9361,West Gear,1128299,2021-12-16,Southeast,Florida,Orlando,Men's Apparel,90,525,472500,94500,In-store
9362,West Gear,1128299,2021-12-16,Southeast,Florida,Orlando,Women's Street Footwear,64,204,13056,4308.48,Outlet
9363,Sports Direct,1185732,2021-12-16,South,Mississippi,Jackson,Men's Apparel,54,157,8478,3221.64,Outlet
9364,Foot Locker,1185732,2021-12-16,Northeast,West Virginia,Charleston,Men's Street Footwear,65,650,422500,169000,In-store
9365,West Gear,1128299,2021-12-16,Southeast,Florida,Orlando,Women's Athletic Footwear,80,600,480000,144000,In-store
9366,West Gear,1128299,2021-12-16,South,Louisiana,New Orleans,Men's Street Footwear,69,240,16560,8611.2,Online
9367,Foot Locker,1185732,2021-12-16,Northeast,West Virginia,Charleston,Men's Athletic Footwear,55,450,247500,99000,In-store
9368,West Gear,1185732,2021-12-16,Northeast,West Virginia,Charleston,Women's Street Footwear,55,400,220000,88000,In-store
9369,Foot Locker,1185732,2021-12-16,Northeast,West Virginia,Charleston,Women's Athletic Footwear,55,350,192500,77000,In-store
9370,Sports Direct,1185732,2021-12-16,South,Mississippi,Jackson,Women's Athletic Footwear,41,143,5863,2755.61,Outlet
9371,Foot Locker,1185732,2021-12-16,Northeast,West Virginia,Charleston,Men's Apparel,65,350,227500,91000,In-store
9372,West Gear,1128299,2021-12-16,South,Louisiana,New Orleans,Men's Athletic Footwear,72,216,15552,7776,Online
9373,Foot Locker,1128299,2021-12-16,South,Louisiana,New Orleans,Women's Street Footwear,69,162,11178,5812.56,Online
9374,Foot Locker,1128299,2021-12-16,South,Louisiana,New Orleans,Women's Athletic Footwear,72,156,11232,6065.28,Online
9375,Foot Locker,1128299,2021-12-16,South,Louisiana,New Orleans,Men's Apparel,82,131,10742,6230.36,Online
9376,Foot Locker,1128299,2021-12-16,South,Louisiana,New Orleans,Women's Apparel,87,175,15225,6851.25,Online
9377,Foot Locker,1185732,2021-12-16,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,50,225,112500,33750,Outlet
9378,West Gear,1128299,2021-12-16,Southeast,Florida,Orlando,Women's Athletic Footwear,58,204,11832,4022.88,Outlet
9379,Foot Locker,1185732,2021-12-16,Northeast,West Virginia,Charleston,Women's Apparel,70,450,315000,126000,In-store
9380,Sports Direct,1185732,2021-12-16,South,Mississippi,Jackson,Women's Street Footwear,43,158,6794,3057.3,Outlet
9381,Sports Direct,1185732,2021-12-16,South,Mississippi,Jackson,Women's Apparel,53,178,9434,5188.7,Outlet
9382,Sports Direct,1185732,2021-12-16,South,Mississippi,Jackson,Men's Street Footwear,48,256,12288,5775.36,Outlet
9383,West Gear,1128299,2021-12-16,Southeast,Florida,Orlando,Men's Apparel,64,179,11456,2978.56,Outlet
9384,Walmart,1128299,2021-12-16,Southeast,Florida,Orlando,Men's Athletic Footwear,55,256,14080,4364.8,Outlet
9385,Walmart,1128299,2021-12-16,Southeast,Florida,Orlando,Men's Street Footwear,58,280,16240,5846.4,Outlet
9386,Sports Direct,1185732,2021-12-16,South,Mississippi,Jackson,Men's Street Footwear,70,775,542500,217000,Online
9387,Sports Direct,1185732,2021-12-16,South,Mississippi,Jackson,Men's Athletic Footwear,60,575,345000,120750,Online
9388,Sports Direct,1185732,2021-12-16,South,Mississippi,Jackson,Women's Street Footwear,60,525,315000,126000,Online
9389,Sports Direct,1185732,2021-12-16,South,Mississippi,Jackson,Women's Athletic Footwear,60,475,285000,114000,Online
9390,Sports Direct,1185732,2021-12-16,South,Mississippi,Jackson,Men's Apparel,70,475,332500,116375,Online
9391,Sports Direct,1185732,2021-12-16,South,Mississippi,Jackson,Men's Athletic Footwear,44,201,8844,3272.28,Outlet
9392,Sports Direct,1185732,2021-12-16,South,Mississippi,Jackson,Women's Apparel,75,575,431250,215625,Online
9393,Walmart,1128299,2021-12-16,Southeast,Florida,Orlando,Men's Street Footwear,72,216,15552,6220.8,Online
9394,Walmart,1128299,2021-12-16,Southeast,Florida,Orlando,Men's Athletic Footwear,82,200,16400,5740,Online
9395,West Gear,1128299,2021-12-16,Southeast,Florida,Orlando,Women's Apparel,64,200,12800,6144,Outlet
9396,Foot Locker,1185732,2021-12-17,Northeast,New Hampshire,Manchester,Men's Apparel,74,105,7770,3341.1,Online
9397,Amazon,1185732,2021-12-17,Northeast,Maine,Portland,Men's Street Footwear,65,475,308750,108062.5,Outlet
9398,Amazon,1185732,2021-12-17,Northeast,Maine,Portland,Women's Apparel,69,75,5175,2742.75,Online
9399,Foot Locker,1185732,2021-12-17,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,50,125,62500,21875,Outlet
9400,Amazon,1185732,2021-12-17,Northeast,Maine,Portland,Men's Athletic Footwear,55,275,151250,52937.5,Outlet
9401,Foot Locker,1185732,2021-12-17,Northeast,New Hampshire,Manchester,Women's Apparel,74,117,8658,4242.42,Online
9402,Amazon,1185732,2021-12-17,Northeast,Maine,Portland,Men's Street Footwear,62,138,8556,4106.88,Online
9403,Amazon,1185732,2021-12-17,Northeast,Maine,Portland,Women's Street Footwear,52,68,3536,1768,Online
9404,Amazon,1185732,2021-12-17,Northeast,Maine,Portland,Women's Athletic Footwear,52,50,2600,1118,Online
9405,Amazon,1185732,2021-12-17,Northeast,Maine,Portland,Men's Apparel,60,54,3240,1166.4,Online
9406,Foot Locker,1185732,2021-12-17,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,48,34,1632,734.4,Online
9407,Foot Locker,1185732,2021-12-17,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,38,38,1444,548.72,Outlet
9408,Amazon,1185732,2021-12-17,Northeast,Maine,Portland,Men's Athletic Footwear,53,74,3922,1961,Online
9409,Amazon,1185732,2021-12-17,Northeast,Maine,Portland,Women's Street Footwear,55,250,137500,55000,Outlet
9410,Foot Locker,1185732,2021-12-17,Northeast,New Hampshire,Manchester,Women's Street Footwear,62,108,6696,2812.32,Online
9411,Amazon,1185732,2021-12-17,Northeast,Maine,Portland,Men's Apparel,65,200,130000,32500,Outlet
9412,Foot Locker,1185732,2021-12-17,Northeast,New Hampshire,Manchester,Men's Street Footwear,49,200,9800,4606,Outlet
9413,Foot Locker,1185732,2021-12-17,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,62,88,5456,2400.64,Online
9414,Foot Locker,1185732,2021-12-17,Northeast,New Hampshire,Manchester,Men's Street Footwear,75,625,468750,187500,Outlet
9415,Foot Locker,1185732,2021-12-17,Midwest,Missouri,St. Louis,Men's Street Footwear,41,163,6683,3475.16,Online
9416,Foot Locker,1185732,2021-12-17,Midwest,Missouri,St. Louis,Men's Athletic Footwear,32,113,3616,1735.68,Online
9417,West Gear,1185732,2021-12-17,Midwest,Missouri,St. Louis,Women's Street Footwear,32,120,3840,1804.8,Online
9418,West Gear,1185732,2021-12-17,Midwest,Missouri,St. Louis,Women's Athletic Footwear,34,88,2992,1555.84,Online
9419,Foot Locker,1185732,2021-12-17,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,49,128,6272,2634.24,Outlet
9420,Foot Locker,1185732,2021-12-17,Northeast,New Hampshire,Manchester,Women's Street Footwear,47,128,6016,2165.76,Outlet
9421,West Gear,1185732,2021-12-17,Midwest,Missouri,St. Louis,Men's Apparel,42,88,3696,1848,Online
9422,Foot Locker,1185732,2021-12-17,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,49,116,5684,1989.4,Outlet
9423,Foot Locker,1185732,2021-12-17,Northeast,New Hampshire,Manchester,Men's Apparel,50,123,6150,2275.5,Outlet
9424,Foot Locker,1185732,2021-12-17,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,65,425,276250,110500,Outlet
9425,Foot Locker,1185732,2021-12-17,Northeast,New Hampshire,Manchester,Women's Apparel,61,144,8784,3513.6,Outlet
9426,Foot Locker,1185732,2021-12-17,Northeast,New Hampshire,Manchester,Men's Street Footwear,71,169,11999,6599.45,Online
9427,Foot Locker,1185732,2021-12-17,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,59,115,6785,3731.75,Online
9428,Foot Locker,1185732,2021-12-17,Northeast,New Hampshire,Manchester,Women's Street Footwear,65,400,260000,78000,Outlet
9429,Foot Locker,1185732,2021-12-17,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,65,350,227500,68250,Outlet
9430,West Gear,1185732,2021-12-17,Midwest,Missouri,St. Louis,Women's Apparel,50,450,225000,112500,In-store
9431,West Gear,1185732,2021-12-17,Midwest,Missouri,St. Louis,Men's Apparel,45,350,157500,55125,In-store
9432,West Gear,1185732,2021-12-17,Midwest,Missouri,St. Louis,Women's Athletic Footwear,35,350,122500,49000,In-store
