title,original_title,budget,genre,language,spoken_languages,homepage,overview,popularity,runtime,revenue,release_date,vote_average,vote_count,production_countries,mpaa_rating,critics_pick,byline,headline,summary_short,publication_date,opening_date,date_updated,link.type,link.url,link.suggested_link_text,multimedia.type,multimedia.src,multimedia.height,multimedia.width,multimedia,genres,original_language,web_url,snippet,source,keywords,pub_date,word_count,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.organization
The Photograph,The Photograph,16000000,,,English,https://www.thephotographmovie.com/,"When famed photographer Christina Eames dies unexpectedly, she leaves her estranged daughter, Mae, hurt, angry and full of questions. When Mae finds a photograph tucked away in a safe-deposit box, she soon finds herself delving into her mother's early life -- an investigation that leads to an unexpected romance with a rising journalist.",15.362,106,20690779,2020-02-14,6.464,194,"Canada, United States of America",,,,,,,,,,,,,,,,,"Drama, Romance",en,https://www.nytimes.com/2020/02/13/movies/the-photograph-review.html,Issa Rae and a terrific Lakeith Stanfield play a New York couple whose romance sends them and the story into the past.,The New York Times,"subject: Movies;creative_works: The Photograph (Movie);persons: Meghie, Stella;persons: Rae, Issa;persons: Stanfield, Lakeith;",2020-02-13T20:54:33+0000,862.0,‘The Photograph’ Review: An Unabashedly Old-School Love Story,,,An Unabashedly Old-School Love Story,,,,By Manohla Dargis,
Ordinary Love,Ordinary Love,0,,,English,https://bleeckerstreetmedia.com/ordinary-love-film,An extraordinary look at the lives of a middle-aged couple in the midst of the wife's breast cancer diagnosis.,14.56,92,0,2019-12-06,6.848,128,"Ireland, United Kingdom",,,,,,,,,,,,,,,,,"Drama, Romance",en,https://www.nytimes.com/2020/02/12/movies/ordinary-love-review.html,Lesley Manville and Liam Neeson play a married couple facing a cancer diagnosis.,The New York Times,"subject: Movies;creative_works: Ordinary Love (Movie);persons: Neeson, Liam;persons: Manville, Lesley;persons: D'Sa, Lisa Barros;persons: Leyburn, Glenn;",2020-02-12T19:46:45+0000,569.0,‘Ordinary Love’ Review: In Sickness and in Health,,,Old-Sweater Lives,,,,By A.O. Scott,
To All the Boys: P.S. I Still Love You,To All the Boys: P.S. I Still Love You,0,,,English,https://www.netflix.com/title/81030842,Lara Jean and Peter have just taken their romance from pretend to officially real when another recipient of one of her love letters enters the picture.,24.964,102,0,2020-02-12,6.849,2455,United States of America,,,,,,,,,,,,,,,,,"Romance, Comedy",en,https://www.nytimes.com/2020/02/11/movies/to-all-the-boys-ps-i-still-love-you-review.html,The second installment in Netflix’s ’80s-style teen romance trilogy asks the question John Hughes left unanswered.,The New York Times,"subject: Movies;persons: Condor, Lana;persons: Centineo, Noah;creative_works: To All the Boys: PS I Still Love You (Movie);persons: Fimognari, Michael;",2020-02-11T18:33:41+0000,654.0,"‘To All the Boys: P.S. I Still Love You’ Review: Bliss, for Now",Streaming Movie Review,,"Follow Your Bliss While It Lasts, Kids",,,,By Amy Nicholson,
The Woman Who Loves Giraffes,The Woman Who Loves Giraffes,0,,,,,"Dr. Anne Innis Dagg re-traces the steps of her groundbreaking 1956 journey to South Africa to study giraffes in the wild. Now, at 85 years old, Anne sees a startling contrast between the world of giraffes she once knew and the one it has become. Weaving through the past and present, her harrowing journey gives us an intimate look into the factors that destroyed her career and the forces that brought her back.",2.02,81,0,2018-10-03,6.6,15,"Canada, South Africa, United States of America",,,,,,,,,,,,,,,,,Documentary,en,https://www.nytimes.com/2020/01/09/movies/the-woman-who-loves-giraffes-review.html,"This warm documentary uses one woman’s singular passion to fuel a tale of zoological discovery, blatant sexism and environmental alarm.",The New York Times,"subject: Documentary Films and Programs;subject: Giraffes;creative_works: The Woman Who Loves Giraffes (Movie);persons: Dagg, Anne Innis;persons: Reid, Alison (Filmmaker);",2020-01-09T12:00:04+0000,279.0,‘The Woman Who Loves Giraffes’ Review: Crackers for Animals,,,A Special Spot  In Her Heart,,,,By Jeannette Catsoulis,
Queen & Slim,Queen & Slim,20000000,,,"English, Italian",https://www.queenandslim.com,"While on a forgettable first date together in Ohio, a black man and a black woman are pulled over for a minor traffic infraction. The situation escalates, with sudden and tragic results.",20.744,131,47803176,2019-11-27,7.136,652,"Canada, United States of America",,,,,,,,,,,,,,,,,"Drama, Romance, Crime",en,https://www.nytimes.com/2019/11/26/movies/queen-and-slim-review.html,Daniel Kaluuya and Jodie Turner-Smith star in Melina Matsoukas’s dreamy but intense outlaw romance.,The New York Times,"subject: Movies;creative_works: Queen & Slim (Movie);persons: Matsoukas, Melina;persons: Waithe, Lena;persons: Kaluuya, Daniel;persons: Turner-Smith, Jodie;",2019-11-26T17:41:50+0000,799.0,‘Queen & Slim’ Review: Love on the Run,critic’s pick,,Love Simmers Inside a Cauldron,,,,By A.O. Scott,
Marriage Story,Marriage Story,18000000,,,English,https://www.marriagestorymovie.com,"A stage director and an actress struggle through a grueling, coast-to-coast divorce that pushes them to their personal extremes.",31.725,137,2300000,2019-09-28,7.7,6665,United Kingdom,,,,,,,,,,,,,,,,,Drama,en,https://www.nytimes.com/2019/11/05/movies/marriage-story-review.html,"Adam Driver and Scarlett Johansson self-consciously uncouple in Noah Baumbach’s tender, stinging tale of divorce.",The New York Times,"subject: Movies;persons: Baumbach, Noah;creative_works: Marriage Story (Movie);persons: Driver, Adam;persons: Johansson, Scarlett;persons: ALDA, ALAN;persons: Dern, Laura;persons: Liotta, Ray;",2019-11-05T19:01:02+0000,1244.0,‘Marriage Story’ Review: Dance Me to the End of Love,critic’s pick,,"Friendly Split, Shattering Break",,,,By A.O. Scott,
"Cyrano, My Love",Edmond,9208475,,,"French, Russian",http://roadsideattractions.com/filmography/cyranomylove,"Paris, France, December 1897. The young playwright Edmond Rostand feels like a failure. Inspiration has abandoned him. Married and father of two children, desperate and penniless, he persuades the great actor Constant Coquelin to perform the main role in his new play. But there is a problem: Coquelin wants to premiere it at Christmas and Edmond has not written a single word.",13.281,113,0,2018-11-10,7.507,475,"Belgium, France",,,,,,,,,,,,,,,,,"Comedy, History",fr,https://www.nytimes.com/2019/10/17/movies/cyrano-my-love-review.html,This superficial take on the writing and initial staging of “Cyrano de Bergerac” is a whirlwind of soapy declarations and backstage chaos.,The New York Times,"subject: Movies;creative_works: Cyrano, My Love (Movie);persons: Michalik, Alexis;",2019-10-17T11:00:03+0000,291.0,"‘Cyrano, My Love’ Review: A Nose for Romance",,,"Cyrano, My Love",,,,By Jeannette Catsoulis,
Pretenders,Pretenders,0,,,English,,"A love triangle involving a photographer, a director and an actress.",4.259,95,0,2019-09-27,5.615,13,United States of America,,,,,,,,,,,,,,,,,Drama,en,https://www.nytimes.com/2019/10/03/movies/pretenders-review.html,"Directed by James Franco and featuring James Franco, this film indulges in a distasteful brand of nostalgia.",The New York Times,"subject: Movies;persons: Franco, James;creative_works: Pretenders (Movie);",2019-10-03T11:00:07+0000,276.0,"‘Pretenders’ Review: A Little New Wave Love, a Lot of Misogyny",,,Pretenders,,,,By Glenn Kenny,
First Love,First Love,0,,,"English, Portuguese",,"A young man’s difficult entry into adulthood, who experiences the highs and lows of his first love, while dealing with the familial fallout spurred by the financial crisis of 2008.",16.117,95,0,2022-06-17,5.547,116,United States of America,,,,,,,,,,,,,,,,,"Romance, Drama",en,https://www.nytimes.com/2019/09/26/movies/first-love-review.html,The prolific director Takashi Miike delivers an unusually satisfying Japanese genre romp.,The New York Times,"subject: Movies;persons: Miike, Takashi;creative_works: First Love (Movie);",2019-09-26T11:00:06+0000,398.0,‘First Love’ Review: Eluding Assassins With the Help of a Boxer,Critic’s Pick,,"Assassin Variations, by Way of Japan",,,,By Glenn Kenny,
Loro,Loro,0,,,Italian,,"Internationally released Director's Cut of ""Loro 1"" and ""Loro 2"", which were released separately as two movies in Italy. The film talks about the group of businessmen and politicians – the Loro (Them) from the title – who live and act near to media tycoon and politician Silvio Berlusconi in the years between 2006 and 2009.",12.893,157,0,2018-09-13,6.703,273,"France, Italy",,,,,,,,,,,,,,,,,Drama,it,https://www.nytimes.com/2019/09/19/movies/loro-review.html,Toni Servillo plays the former Italian Prime Minister Silvio Berlusconi in Paolo Sorrentino’s extravagant portrait.,The New York Times,"subject: Movies;creative_works: Loro (Movie);persons: Servillo, Toni;persons: Sorrentino, Paolo;persons: Berlusconi, Silvio;glocations: Italy;",2019-09-19T17:27:07+0000,820.0,"‘Loro’ Review: A Corrupt Leader, and the People Who Love Him",,,Corruption and Charisma Personified,,,,By A.O. Scott,
Falling Inn Love,Falling Inn Love,0,,,English,https://www.netflix.com/title/80999781,"When a San Francisco exec wins a New Zealand inn, she ditches city life to remodel and flip the rustic property with help from a handsome contractor.",16.118,98,0,2019-08-29,6.523,1111,United States of America,,,,,,,,,,,,,,,,,"Romance, Comedy",en,https://www.nytimes.com/2019/08/29/movies/falling-inn-love-review.html,"It’s hard to find a reliable, talented, reasonably priced, eco-friendly contractor these days.",The New York Times,"subject: Movies;organizations: Netflix Inc;persons: Kumble, Roger;persons: Milian, Christina;persons: Demos, Adam;creative_works: Falling Inn Love (Movie);",2019-08-29T14:56:44+0000,374.0,‘Falling Inn Love’ Review: A Prize That Needs Some Work,Streaming Movie Review,,A Fine Romance to Watch While Sorting Socks,,,,By Helen T. Verongos,
Hot Air,Hot Air,0,,,English,,A right-wing talk show host's life takes a sudden turn when his 16-year-old niece comes crashing into his life.,8.258,99,0,2018-04-10,5.139,18,United States of America,,,,,,,,,,,,,,,,,Drama,en,https://www.nytimes.com/2019/08/22/movies/hot-air-review.html,Steve Coogan stars in this cumbersome political comedy.,The New York Times,"subject: Movies;persons: Coogan, Steve;persons: Coraci, Frank;creative_works: Hot Air (Movie);persons: Campbell, Neve;",2019-08-22T15:50:09+0000,266.0,‘Hot Air’ Review: A Right-Wing Radio Host Learns to Love Again,,,Hot Air,,,,By Bilge Ebiri,
"Love, Antosha","Love, Antosha",0,,,"English, Russian",https://antonyelchindoc.com/,"From a prolific career in film and television, Anton Yelchin left an indelible legacy as an actor. Through his journals and other writings, his photography, the original music he wrote, and interviews with his family, friends, and colleagues, this film looks not just at Anton's impressive career, but at a broader portrait of the man.",11.593,92,0,2019-08-02,7.25,50,United States of America,,,,,,,,,,,,,,,,,Documentary,en,https://www.nytimes.com/2019/08/08/movies/love-anthosa-review.html,"Anton Yelchin, who played Chekov in the J.J. Abrams-produced “Star Trek” films, assembled an eclectic filmography before his death at 27 in 2016.",The New York Times,"subject: Documentary Films and Programs;creative_works: Love, Antosha (Movie);persons: Price, Garret;persons: Yelchin, Anton;",2019-08-08T09:00:10+0000,319.0,"‘Love, Antosha’ Review: A Heartbreaking Look at an Actor’s Too-Short Life",Critic’s Pick,,"Love, Antosha",,,,By Glenn Kenny,
The Tomorrow Man,The Tomorrow Man,0,,,English,https://bleeckerstreetmedia.com/thetomorrowman,"Ed Hemsler spends his life preparing for a disaster that may never come. Ronnie Meisner spends her life shopping for things she may never use. In a small town somewhere in America, these two people will try to find love while trying not to get lost in each other’s stuff.",8.083,94,0,2019-05-22,5.643,56,United States of America,,,,,,,,,,,,,,,,,"Drama, Romance",en,https://www.nytimes.com/2019/05/21/movies/the-tomorrow-man-review.html,Blythe Danner and John Lithgow strain to elevate this twee late-life romance.,The New York Times,"subject: Movies;creative_works: The Tomorrow Man (Movie);persons: Danner, Blythe;persons: Lithgow, John;persons: Jones, Noble;",2019-05-21T11:00:01+0000,280.0,‘The Tomorrow Man’ Review: Love Among the Neuroses,,,"They Whirl, They Twirl, They Tango",,,,By Jeannette Catsoulis,
Asako I & II,寝ても覚めても,0,,,"Japanese, English",http://www.netemosametemo.jp/,"College student Asako falls in love at first sight with Baku after meeting at a photography exhibit. Romance sparks between the two but doesn't last long when Baku suddenly disappears from her life. Two years later, she spots a man that bears a striking resemblance to him. Even though it is only his physical similarities to Baku that attracted her to him, she doesn't say so and starts dating the soft-spoken young man called Ryohei.",13.301,119,0,2018-09-01,6.805,159,Japan,,,,,,,,,,,,,,,,,"Drama, Romance",ja,https://www.nytimes.com/2019/05/16/movies/asako-i-and-ii-review.html,The Japanese director Ryusuke Hamaguchi follows up his marathon “Happy Hour” with a story of love among young urbanites.,The New York Times,"subject: Movies;creative_works: Asako I & II (Movie);persons: Hamaguchi, Ryusuke;",2019-05-16T11:00:01+0000,547.0,‘Asako I & II’ Review: Double the Love (and the Heartbreak),Critic’s Pick,,Falling For a Drifter And His Lookalike,,,,By Glenn Kenny,
The Sun Is Also a Star,The Sun Is Also a Star,9000000,,,English,https://www.thesunisalsoastarmovie.com,"Two young New Yorkers begin to fall in love over the course of a single day, as a series of potentially life-altering meetings loom over their heads - hers concerning her family’s deportation to Jamaica, and his concerning an education at Dartmouth.",12.312,100,6800000,2019-05-16,6.974,564,United States of America,,,,,,,,,,,,,,,,,"Romance, Drama",en,https://www.nytimes.com/2019/05/15/movies/the-sun-is-also-a-star-review.html,"Yara Shahidi and Charles Melton play teenagers falling in love on a hectic, sunny day in New York.",The New York Times,"subject: Movies;creative_works: The Sun Is also a Star (Movie);persons: Russo-Young, Ry;persons: Shahidi, Yara (2000- );persons: Yoon, Nicola (Author);persons: Melton, Charles (1991- );",2019-05-15T16:01:27+0000,697.0,"‘The Sun Is Also a Star’ Review: A Charming, if Generic, Adolescent Love Story",,,A Beautiful Day for Young Hearts,,,,By A.O. Scott,
Shéhérazade,Shéhérazade,0,,,French,,"Zachary, 17 years old, gets out of jail. Rejected by his mother, he hangs out in the mean streets of Marseille. He falls in love with Shéhérazade, a young prostitute of whom he becomes the pimp without realizing it...",10.058,106,0,2018-09-05,7.237,241,France,,,,,,,,,,,,,,,,,"Drama, Thriller, Romance",fr,https://www.nytimes.com/2019/05/10/movies/sheherazade-review.html,The options are few and most of them involve risk or further deprivation for these French teenagers who face the world with little support.,The New York Times,"subject: Movies;organizations: Netflix Inc;creative_works: Sheherazade (Movie);persons: Marlin, Jean-Bernard;",2019-05-10T11:00:01+0000,350.0,‘Shéhérazade’ Review: Love in the Mean Streets of Marseille,Streaming Movie Review,,,,,,By Helen T. Verongos,
Long Shot,Long Shot,40000000,,,"French, English, Swedish",https://longshot.movie,"Journalist Fred Flarsky reunites with his childhood crush, Charlotte Field, now one of the most influential women in the world. As she prepares to make a run for the Presidency, Charlotte hires Fred as her speechwriter — much to the dismay of her trusted advisers.",33.065,125,0,2019-05-02,6.7,2542,United States of America,,,,,,,,,,,,,,,,,"Comedy, Romance",en,https://www.nytimes.com/2019/05/02/movies/long-shot-review.html,The improbably yet perfectly paired stars play old friends who unexpectedly find love in this charming (and a bit vulgar) romantic comedy.,The New York Times,"subject: Movies;subject: Comedy and Humor;persons: Odenkirk, Bob;persons: Rogen, Seth;persons: Theron, Charlize;creative_works: Long Shot (Movie);persons: Levine, Jonathan A (1976- );",2019-05-02T17:43:25+0000,1025.0,‘Long Shot’ Review: Charlize Theron and Seth Rogen Give Good Heart,Critic’s Pick,,Beating the Odds for Love and Bliss,,,,By Manohla Dargis,
Clara,Clara,0,,,"Spanish, English",,An astronomer becomes obsessed with searching the cosmos for signs of life beyond Earth which leads to a shocking discovery.,10.051,106,0,2018-11-30,7.566,196,Canada,,,,,,,,,,,,,,,,,"Science Fiction, Drama, Romance",en,https://www.nytimes.com/2019/05/02/movies/clara-review.html,A ruthless empiricist searching for life beyond Earth learns a thing or two about life on the planet.,The New York Times,"subject: Movies;creative_works: Clara (Movie);persons: Adams, Patrick J;persons: Esmer, Ennis (1978- );persons: Sherman, Akash;",2019-05-02T11:00:04+0000,256.0,‘Clara’ Review: Love Means Never Having to Say You’re Starry,,,Clara,,,,By Ben Kenigsberg,
Kalank,कलंक,0,,,Hindi,,"Set in 1945, in Pre-Independent India, the elite, opulent and solemn world of the Chaudhry family, and the wild, mysterious and musical underbelly of the town, Hira Mandi, clash when Roop Chaudhry encounters Zafar, a daredevil from Hira Mandi, unleashing deep-buried truths, secrets of betrayal and affairs that threaten to bring both worlds crashing down.",11.298,166,0,2019-04-17,5.541,49,India,,,,,,,,,,,,,,,,,"Drama, Romance",hi,https://www.nytimes.com/2019/04/19/movies/kalank-review.html,Abhishek Varman’s maximalist melodrama delivers spectacle (some of it mind-numbing) but fails to tell a gripping story.,The New York Times,"subject: Movies;creative_works: Kalank (Movie);persons: Varman, Abhishek;",2019-04-19T15:38:08+0000,479.0,‘Kalank’ Review: A Bollywood Love Story in the Shadow of Partition,,,An Extravagant Spectacle,,,,By Rachel Saltz,
Rafiki,Rafiki,0,,,"Swahili, English",http://www.mpmfilm.com/rafiki-2/,"Kena and Ziki long for something more. Despite the political rivalry between their families, the girls resist and remain close friends, supporting each other to pursue their dreams in a conservative society. When love blossoms between them, the two girls will be forced to choose between happiness and safety.",8.28,82,181316,2018-09-26,7.015,135,"Kenya, South Africa",,,,,,,,,,,,,,,,,"Drama, Romance",sw,https://www.nytimes.com/2019/04/18/movies/rafiki-review.html,The story of a romance between two Kenyan women was shown at Cannes after being banned in Kenya.,The New York Times,"subject: Movies;persons: Kahiu, Wanuri;creative_works: Rafiki (Movie);persons: Mugatsia, Samantha;persons: Munyiva, Sheila;",2019-04-18T11:00:06+0000,251.0,"‘Rafiki’ Review: Falling in Love, Illegally",,,Rafiki,,,,By Ben Kenigsberg,
Diane,Diane,0,,,English,,"Diane is a devoted friend and caretaker, particularly to her drug-addicted son. But as those around her begin to drift away in the last quarter of her life, she is left to reckon with past choices and long-dormant memories.",6.107,96,0,2019-03-28,6.2,34,United States of America,,,,,,,,,,,,,,,,,Drama,en,https://www.nytimes.com/2019/03/28/movies/diane-review.html,"Mary Kay Place is astonishing as a weary widow dealing with guilt, heartache and a diminishing circle of friends.",The New York Times,"subject: Movies;creative_works: Diane (Movie);persons: Jones, Kent;persons: Place, Mary Kay;persons: Parsons, Estelle;persons: Martin, Andrea (1947- );",2019-03-28T11:00:01+0000,511.0,"‘Diane’ Review: A Vibrant Tale of Love, Sisterhood and Decline",Critic’s Pick,,"A Vibrant Tale of Love, Sisterhood and Decline",,,,By Jeannette Catsoulis,
Five Feet Apart,Five Feet Apart,7000000,,,"Spanish, English, French",,"Seventeen-year-old Stella spends most of her time in the hospital as a cystic fibrosis patient. Her life is full of routines, boundaries and self-control — all of which get put to the test when she meets Will, an impossibly charming teen who has the same illness. There's an instant flirtation, though restrictions dictate that they must maintain a safe distance between them. As their connection intensifies, so does the temptation to throw the rules out the window and embrace that attraction.",34.846,116,92600000,2019-03-14,8.273,5388,United States of America,,,,,,,,,,,,,,,,,"Romance, Drama",en,https://www.nytimes.com/2019/03/14/movies/five-feet-apart-review.html,Haley Lu Richardson and Cole Sprouse navigate the rules of attraction and of a hospital in this film about living with cystic fibrosis.,The New York Times,"subject: Movies;creative_works: Five Feet Apart (Movie);persons: Baldoni, Justin;",2019-03-14T13:00:07+0000,258.0,‘Five Feet Apart’ Review: Ailing Teenagers Live Dangerously for Love,,,Five Feet Apart,,,,By Ben Kenigsberg,
Ash Is Purest White,江湖儿女,0,,,Mandarin,,"Set in China's underworld, this tale of love and betrayal follows a dancer who fired a gun to protect her mobster boyfriend during a fight. On release from prison 5 years later, she sets out to find him.",13.008,141,0,2018-09-21,6.852,290,"France, Japan, China",,,,,,,,,,,,,,,,,"Crime, Romance, Drama",zh,https://www.nytimes.com/2019/03/13/movies/ash-is-purest-white-review.html,"In Jia Zhangke’s enthralling new feature, Zhao Tao and Liao Fan portray an underworld power couple at the mercy of time and fate.",The New York Times,subject: Movies;persons: Jia Zhang Ke;persons: Liao Fan (1974- );persons: Zhao Tao (1977- );creative_works: Ash Is Purest White (Movie);,2019-03-13T15:44:46+0000,911.0,‘Ash Is Purest White’ Review: Love Smolders and Crime Pays in a Changing China,Critic’s Pick,,"Gangsters’ Paradise Lost, in China",,,,By A.O. Scott,
Gloria Bell,Gloria Bell,0,,,English,https://a24films.com/films/gloria-bell,"Gloria is a free-spirited divorcée who spends her days at a straight-laced office job and her nights on the dance floor, joyfully letting loose at clubs around Los Angeles. After meeting Arnold on a night out, she finds herself thrust into an unexpected new romance, filled with both the joys of budding love and the complications of dating, identity, and family.",12.123,102,11145006,2019-03-07,5.935,301,"Chile, United States of America",,,,,,,,,,,,,,,,,"Drama, Romance",en,https://www.nytimes.com/2019/03/07/movies/gloria-bell-review.html,The Chilean writer-director Sebastián Lelio finds a perfect partner in Moore for this fantastic remake of his 2013 movie “Gloria.”,The New York Times,"subject: Movies;creative_works: Gloria Bell (Movie);persons: Moore, Julianne;persons: Turturro, John;persons: Lelio, Sebastian;",2019-03-07T18:49:47+0000,991.0,‘Gloria Bell’ Review: Love Is in the Air for a Transcendent Julianne Moore,Critic’s Pick,,"Love, and Some Laughter, Is in the Air",,,,By Manohla Dargis,
Black Mother,Black Mother,0,,,English,https://dogwoof.com/blackmother,"Part film, part baptism, in BLACK MOTHER director Khalik Allah brings us on a spiritual journey through Jamaica. Soaking up its bustling metropolises and tranquil countryside, Allah introduces us to a succession of vividly rendered souls who call this island home. Their candid testimonies create a polyphonic symphony, set against a visual prayer of indelible portraiture. Thoroughly immersed between the sacred and profane, BLACK MOTHER channels rebellion and reverence into a deeply personal ode informed by Jamaica’s turbulent history but existing in the urgent present.",1.752,77,0,2018-11-02,6.6,16,United States of America,,,,,,,,,,,,,,,,,Documentary,en,https://www.nytimes.com/2019/03/06/movies/black-mother-review.html,"In Khalik Allah’s poetic movie, the most prevalent perspective is not that of a documentarian, but of a filmmaker’s love.",The New York Times,"subject: Documentary Films and Programs;persons: Allah, Khalik (1985- );creative_works: Black Mother (Movie);",2019-03-06T18:30:16+0000,380.0,‘Black Mother’ Review: Exploring the Roots of Life Itself,Critic’s Pick,,"Exploring the Roots of Life Itself, With Love",,,,By Glenn Kenny,
The Hole in the Ground,The Hole in the Ground,0,,,English,,"Trying to escape her broken past, Sarah O’Neill is building a new life on the fringes of a backwood rural town with her young son Chris. A terrifying encounter with a mysterious neighbour shatters her fragile security, throwing Sarah into a spiralling nightmare of paranoia and mistrust, as she tries to uncover if the disturbing changes in her little boy are connected to an ominous sinkhole buried deep in the forest that borders their home.",17.348,90,3373474,2019-03-01,5.618,643,"Belgium, Finland, Ireland, United Kingdom",,,,,,,,,,,,,,,,,Horror,en,https://www.nytimes.com/2019/02/28/movies/the-hole-in-the-ground-review.html,"Something strange is going on in the Irish countryside, and it’s not just the giant roiling pit of dirt.",The New York Times,"subject: Movies;creative_works: The Hole in the Ground (Movie);persons: Cronin, Lee (Film Director);",2019-02-28T12:00:09+0000,291.0,‘The Hole in the Ground’ Review: A Horror Film Is Suffocated by a Mother’s Love,,,The Hole  in the Ground,,,,By Teo Bugbee,
How to Train Your Dragon: The Hidden World,How to Train Your Dragon: The Hidden World,129000000,,,English,https://www.howtotrainyourdragon.com/,"As Hiccup fulfills his dream of creating a peaceful dragon utopia, Toothless’ discovery of an untamed, elusive mate draws the Night Fury away. When danger mounts at home and Hiccup’s reign as village chief is tested, both dragon and rider must make impossible decisions to save their kind.",70.299,104,524580592,2019-01-03,7.751,6048,United States of America,,,,,,,,,,,,,,,,,"Animation, Family, Adventure",en,https://www.nytimes.com/2019/02/20/movies/how-to-train-your-dragon-hidden-world-review.html,The third in this franchise concerns the exigencies that poor Hiccup must face as the leader of Berk.,The New York Times,"subject: Movies;persons: DeBlois, Dean;persons: Baruchel, Jay;persons: ABRAHAM, F MURRAY;persons: Ferrera, America;creative_works: How to Train Your Dragon: The Hidden World (Movie);",2019-02-21T00:02:36+0000,531.0,‘How to Train Your Dragon: The Hidden World’ Review: A Series Scales Up,,,Love Takes Wing Amid Trouble in Utopia,,,,By Ben Kenigsberg,
Sorry Angel,"Plaire, aimer et courir vite",0,,,"French, Spanish",,Jacques is a writer living in Paris. He hasn't turned 40 but already mistrusts that the best in life is yet to come. Arthur is a student living in Brittany. He reads and smiles a lot and refuses to think that everything in life might not be possible. Jacques and Arthur will like each other. Just like in a lovely dream. Just like in a sad story.,15.8,132,1631910,2018-05-09,6.838,210,France,,,,,,,,,,,,,,,,,"Comedy, Drama, Romance",fr,https://www.nytimes.com/2019/02/12/movies/sorry-angel-review.html,"Set in early 1990s Paris, Christophe Honoré’s new film presents us with a middle-aged, H.I.V.-stricken writer falling, wearily, for a bookish 20-something.",The New York Times,"subject: Movies;creative_works: Sorry Angel (Movie);persons: Honore, Christophe;",2019-02-12T21:46:52+0000,491.0,"‘Sorry Angel’ Review: A Love Affair Two Men Start, Knowing the End",Critic’s Pick,,Attraction: That’s the Easy Part,,,,By Glenn Kenny,
"Berlin, I Love You","Berlin, I Love You",0,,,"English, German",,An anthology feature of 10 stories of romance set in the German capital.,12.383,120,160000,2019-02-08,4.636,77,"Germany, United States of America",,,,,,,,,,,,,,,,,Drama,en,https://www.nytimes.com/2019/02/07/movies/berlin-i-love-you-review.html,"The once-divided nature of Berlin isn’t given much consideration in this film, part of the Cities of Love series.",The New York Times,"subject: Movies;creative_works: Berlin, I Love You (Movie);persons: Agron, Dianna;persons: Knightley, Keira;persons: Luna, Diego;persons: Mirren, Helen;persons: Rourke, Mickey;persons: Wilson, Luke;",2019-02-07T12:00:01+0000,227.0,"‘Berlin, I Love You’ Review: Many Stories, Not Much Feeling",,,"Berlin, I Love You",,,,By Glenn Kenny,
Untogether,Untogether,0,,,English,,"Once considered a teen prodigy, a recovering addict sobers up and tries to get her writing career back on track. She begins a relationship with a rising author known for his wartime memoirs.",8.109,98,0,2019-02-08,5.56,42,United States of America,,,,,,,,,,,,,,,,,"Comedy, Drama",en,https://www.nytimes.com/2019/02/07/movies/untogether-review.html,Jemima Kirke and Lola Kirke play damaged siblings in this exasperatingly affected romantic drama from Emma Forrest.,The New York Times,"subject: Movies;persons: Dornan, Jamie;persons: Kirke, Jemima;persons: Kirke, Lola;creative_works: Untogether (Movie);persons: Forrest, Emma;",2019-02-07T12:00:01+0000,269.0,"‘Untogether’ Review: Adrift in Los Angeles, Looking for Love",,,Untogether,,,,By Jeannette Catsoulis,
Cold War,Zimna wojna,4954500,,,"German, Croatian, French, Italian, Polish, Russian",https://www.curzonartificialeye.com/cold-war,"A man and a woman meet in the ruins of post-war Poland. With vastly different backgrounds and temperaments, they are fatally mismatched and yet drawn to each other.",12.588,88,18754051,2018-06-08,7.453,1416,"France, Poland, United Kingdom",,,,,,,,,,,,,,,,,"Drama, Romance, War, Music",pl,https://www.nytimes.com/2018/12/20/movies/cold-war-review.html,"In post-World War II Poland, a singer and a piano player find each other, fall in love and soon end up on opposite sides of history.",The New York Times,"subject: Movies;creative_works: Cold War (Movie);persons: Pawlikowski, Pawel;persons: Kot, Tomasz;persons: Kulesza, Agata;persons: Szyc, Borys;persons: Kulig, Joanna;",2018-12-20T17:09:56+0000,981.0,‘Cold War’ Review: Love Without Borders,Critic’s Pick,,A Resonating Love Shall Guide You,,,,By Manohla Dargis,
If Beale Street Could Talk,If Beale Street Could Talk,12000000,,,English,http://www.bealestreet.movie,"After her fiance is falsely imprisoned, a pregnant African-American woman sets out to clear his name and prove his innocence.",16.717,120,20572691,2018-12-14,6.947,1077,United States of America,,,,,,,,,,,,,,,,,"Romance, Drama",en,https://www.nytimes.com/2018/12/12/movies/if-beale-street-could-talk-review.html,"The couple in this adaptation of James Baldwin’s novel are loving while black, an existential truth that is turned into a nightmare.",The New York Times,"subject: Movies;creative_works: If Beale Street Could Talk (Movie);persons: Jenkins, Barry;persons: Baldwin, James (1924-87);persons: James, Stephan (1993- );persons: Layne, KiKi;persons: Wittrock, Finn;",2018-12-12T21:30:02+0000,1057.0,‘If Beale Street Could Talk’ Review: Trusting Love in a World Ruled by Hate,Critic’s Pick,,Love Is Forced to Live in a Nightmare,,,,By Manohla Dargis,
